/25/2018  4:01:52.529 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:59:19.221 CurrentBSS  {-58dbm, 0, 0ms } RoamCache - {}
11/25/2018  4:59:19.221 __WiFiLQAMgrLogStats(stationary): Rssi: -58 {-57 -63} Cca: 27 TxPer: 0.0% (42) BcnPer: 0.0% (0, 90.0%) RxFrms: 39 RxRetryFrames: 0 TxRate: 11000 RxRate: 130000 FBRate: 39000 TxFwFrms: 28 TxFwFail: 0 TxReTrans: 81 time: 297076.3secs
11/25/2018  4:59:20.448 Received kIOMessageSystemWillSleep
11/25/2018  4:59:20.448 System Sleep notification, Disabling auto-join
11/25/2018  4:59:20.448 __WiFiManagerSetEnableState: state FALSE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  4:59:20.448 Disabling automatic association
11/25/2018  4:59:20.448 Auto-join deferral canceled.
11/25/2018  5:07:55.690 Received kIOMessageSystemWillPowerOn
11/25/2018  5:07:55.690 System wake reason: AOP.PMU pin26 rtc
11/25/2018  5:07:55.690 System Powered ON notification Re-enabling auto-join
11/25/2018  5:07:55.690 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:07:55.690 Enabling automatic association
11/25/2018  5:07:55.691 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:07:55.692 WiFiLocaleManagerCheckLocale: locale <US> was determined at 11/25/18, 4:40:00 AM Central Standard Time, has been valid for 27.91 mins [cache timeout 60.00 mins] 
11/25/2018  5:07:55.764 WiFiDeviceIsChannelSupportedForRanging: channel 1 is supported for ranging, suggested channel 0
11/25/2018  5:07:55.764 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/25/2018  5:07:55.767 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/25/2018  5:07:55.767 __WiFiDeviceManagerAwdlAvailableCallback: AWDL availability changed to TRUE
11/25/2018  5:07:55.768 __WiFiVirtualInterfaceProcessAWDLRealTimeModeEvent: didStart 0
11/25/2018  5:07:55.769 WiFiMetricsManagerProcessAwdlUsageData: submitting AWDL metrics: duration:8
11/25/2018  5:07:55.769 Submitted wifi awd metric <0x90013> with no error
11/25/2018  5:07:55.774 __WiFiDeviceManagerAwdlRealTimeModeEventCallback: AwdlRealTime: Before 0, Now 0
11/25/2018  5:07:55.777 WiFiDeviceIsChannelSupportedForRanging: channel 1 is supported for ranging, suggested channel 0
11/25/2018  5:07:55.777 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/25/2018  5:07:55.783 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/25/2018  5:07:55.785 Submitting SDB TDM Metric: <AWDWiFiSDB: 0x10069fb40> {
}
11/25/2018  5:07:55.786 Submitted wifi awd metric <0x90052> with no error
11/25/2018  5:07:55.786 WiFiDeviceIsChannelSupportedForRanging: channel 1 is supported for ranging, suggested channel 0
11/25/2018  5:07:55.791 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/25/2018  5:07:55.795 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/25/2018  5:07:55.795 __WiFiDeviceManagerAwdlAvailableCallback: AWDL availability changed to TRUE
11/25/2018  5:07:55.801 __WiFiDeviceCheckForIPRenewalWakeupSupport: State:/Network/Interface/en0/ActiveDuringSleepSupported = FALSE
11/25/2018  5:07:55.802 __WiFiDeviceCopyLinkChangedSubReasonString: Apple80211ReturnToString failed 1
11/25/2018  5:07:55.802 __WiFiDeviceProcessDriverAvailableEvent: driver availability:false, reason:PowerOff(0xe0821804), subreason:(null)(0x0) 

11/25/2018  5:07:55.802 __WiFiDeviceProcessDriverAvailableEvent: driver programCounter:(0x0),  linkRegister:(0x0), fileName: lineNumber:(0) functionName: 

11/25/2018  5:07:55.802 __WiFiManagerDispatchDeviceAvailable: driver availability false

11/25/2018  5:07:55.804 __WiFiAWDManagerPrepareWatchdogMetric: WatchdogMetric : reason(PowerOff) functionName() fileName() 

11/25/2018  5:07:55.804 Submitted wifi awd metric <0x9000e> with no error
11/25/2018  5:07:55.805 Power stats update: Type 0x6 UnassociatedSleepDur 0 AssociatedSleepDur 506149 TotalDur 515032 RoamDur 3882
11/25/2018  5:07:55.805 Submitted wifi awd metric <0x90010> with no error
11/25/2018  5:07:55.806 __WiFiLQAMgrLogStats(stationary): Rssi: -58 {0 0} Cca: 27 TxPer: 0.0% (0) BcnPer: 0.0% (0, 90.0%) RxFrms: 0 RxRetryFrames: 0 TxRate: 0 RxRate: 0 FBRate: 0 TxFwFrms: 0 TxFwFail: 0 TxReTrans: 0 time: 297592.8secs
11/25/2018  5:07:55.806 __WiFiDeviceManagerLQMEventCallback: null snrNumRef
11/25/2018  5:07:55.807 __WiFiDeviceCopyLinkChangedSubReasonString: Apple80211ReturnToString failed 1
11/25/2018  5:07:55.807 __WiFiDeviceProcessDriverAvailableEvent: driver availability:true, reason:Initializing(0xe0821803), subreason:(null)(0x0) 

11/25/2018  5:07:55.807 __WiFiDeviceProcessDriverAvailableEvent: driver programCounter:(0x0),  linkRegister:(0x0), fileName: lineNumber:(0) functionName: 

11/25/2018  5:07:55.807 __WiFiDeviceProcessDriverAvailableEvent No watch dog extended info flags set for this availability report
11/25/2018  5:07:55.807 __WiFiManagerDispatchDeviceAvailable: driver availability true

11/25/2018  5:07:55.808 -[WiFiSoftErrorManager wifiSoftErrorEventHandler:eventType:eventData:]: eventType received:10 eventName:WiFiSoftErrorEventDriverAvailable
11/25/2018  5:07:55.808 -[WiFiSoftErrorManager supressEventDetectionProcesssing:deviceContext:]: Invalid SoftErrorEvent:10
11/25/2018  5:07:55.808 -[WiFiSoftErrorManager supressEventDetectionProcesssing:deviceContext:]: ErrorDetection to be filtered:0 for event:10
11/25/2018  5:07:55.808 -[WiFiSoftErrorManager wifiSoftErrorEventHandler:eventType:eventData:]: eventType:(10) Unknown
11/25/2018  5:07:55.809 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:07:55.810 __WiFiAWDManagerPrepareWatchdogMetric: WatchdogMetric : reason(Initializing) functionName() fileName() 

11/25/2018  5:07:55.810 Submitted wifi awd metric <0x9000e> with no error
11/25/2018  5:07:55.811 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  5:07:55.811 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:07:55.839 WiFiCellularNotificationsStartMonitoring_block_invoke: update cellularTxStarted 0, isShort 0
11/25/2018  5:07:55.882 apsd[106] is a wow client
11/25/2018  5:07:55.882 WoW is Enabled, 1 WoW Clients
11/25/2018  5:08:00.686 CurrentBSS  {-58dbm, 1, 463675ms } RoamCache - {{0:14:d1:af:39:90, -58, 11}}
11/25/2018  5:08:00.875 Received kIOMessageSystemWillSleep
11/25/2018  5:08:00.875 System Sleep notification, Disabling auto-join
11/25/2018  5:08:00.876 __WiFiManagerSetEnableState: state FALSE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:08:00.876 Disabling automatic association
11/25/2018  5:08:00.876 Auto-join deferral canceled.
11/25/2018  5:18:15.734 Received kIOMessageSystemWillPowerOn
11/25/2018  5:18:15.734 System wake reason: AOP.PMU pin26 rtc
11/25/2018  5:18:15.734 System Powered ON notification Re-enabling auto-join
11/25/2018  5:18:15.734 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  5:18:15.734 Enabling automatic association
11/25/2018  5:18:15.735 AJScan: Filtered networks - PhoneReset 
11/25/2018  5:18:15.745 __WiFiDeviceManagerStateMachineRun: current state: Idle
11/25/2018  5:18:15.794 __WiFiDeviceManagerIsGeotagged5GhzNetworkPresent: location is older than 120 secs
11/25/2018  5:18:15.795 Attempting multi-stage auto join mStageAutoJoinAttempts=0
11/25/2018  5:18:15.795 __WiFiDeviceManagerScanPreviousNetworkChannel: latitude=+29.756379, longitude=-98.692629 Accuracy=65.000000  timeIntervalSinceNow=1143.256543secs source=WiFi
11/25/2018  5:18:15.795 freshness 60.000000secs location_age 1143.256627secs, lifeSpan 5.412067, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 0
11/25/2018  5:18:15.796 __WiFiDeviceManagerScanPreviousNetworkChannel: isValid 0
11/25/2018  5:18:15.796 multi-stage auto-join: Scanning for previous network PhoneReset on channel 1
11/25/2018  5:18:15.796 Performing auto-join broadcast scan with a modified dwell time of 110ms on channels: 1 
11/25/2018  5:18:15.796 AJScan: Scan-{PrevChannel Inactive FullReset DevEnable}  Expecting-[0NW, 0Hid, 0HS20, 0HS] @ {stationary, 29.756, -98.693, 65.0m, -1143.3secs}]
11/25/2018  5:18:15.796 Enqueuing command type: "Scan" pending commands: 0
11/25/2018  5:18:15.797 WiFiLocaleManagerCheckLocale: locale <US> was determined at 11/25/18, 4:40:00 AM Central Standard Time, has been valid for 38.25 mins [cache timeout 60.00 mins] 
11/25/2018  5:18:15.797 __WiFiVirtualInterfaceProcessAWDLRealTimeModeEvent: didStart 0
11/25/2018  5:18:15.798 WiFiMetricsManagerProcessAwdlUsageData: submitting AWDL metrics: duration:10
11/25/2018  5:18:15.799 Submitted wifi awd metric <0x90013> with no error
11/25/2018  5:18:15.799 __WiFiDeviceManagerAwdlRealTimeModeEventCallback: AwdlRealTime: Before 0, Now 0
11/25/2018  5:18:15.800 Dequeuing command type: "Scan" pending commands: 0
11/25/2018  5:18:15.800 Attempting Apple80211ScanAsync on en0
11/25/2018  5:18:15.800 __WiFiDeviceCopyPreparedScanResults: maxAge 0 seconds, numCacheEntries: 0, cacheEntryUsable 0, cacheUsable 0, scanResultsFound 0, scanResults count: 0, scanChannelSet count: 0 
11/25/2018  5:18:15.800 __WiFiDeviceCopyPreparedScanResults: network records count: 0 
11/25/2018  5:18:15.846 Submitting SDB TDM Metric: <AWDWiFiSDB: 0x1006a9a50> {
}
11/25/2018  5:18:15.847 Submitted wifi awd metric <0x90052> with no error
11/25/2018  5:18:15.859 WiFiDeviceIsChannelSupportedForRanging: channel 0 is supported for ranging, suggested channel 0
11/25/2018  5:18:15.859 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/25/2018  5:18:15.881 WiFiCellularNotificationsStartMonitoring_block_invoke: update cellularTxStarted 0, isShort 0
11/25/2018  5:18:15.907 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/25/2018  5:18:15.907 __WiFiDeviceCopyLinkChangedSubReasonString: Apple80211ReturnToString failed 1
11/25/2018  5:18:15.908 __WiFiDeviceProcessDriverAvailableEvent: driver availability:false, reason:PowerOff(0xe0821804), subreason:(null)(0x0) 

11/25/2018  5:18:15.908 __WiFiDeviceProcessDriverAvailableEvent: driver programCounter:(0x0),  linkRegister:(0x0), fileName: lineNumber:(0) functionName: 

11/25/2018  5:18:15.908 __WiFiManagerDispatchDeviceAvailable: driver availability false

11/25/2018  5:18:15.909 Aborting EAP
11/25/2018  5:18:15.909 Aborted current auto-join session.
11/25/2018  5:18:15.909 __WiFiAWDManagerPrepareWatchdogMetric: WatchdogMetric : reason(PowerOff) functionName() fileName() 

11/25/2018  5:18:15.910 Submitted wifi awd metric <0x9000e> with no error
11/25/2018  5:18:15.914 WiFiDeviceIsChannelSupportedForRanging: channel 0 is supported for ranging, suggested channel 0
11/25/2018  5:18:15.914 WiFiDeviceIsMultipleChannelRangingSupported: multiple channel ranging is supported
11/25/2018  5:18:15.917 WiFiDeviceIsSWCorrectionRequiredForRanging: SW correction is not needed for ranging on this device
11/25/2018  5:18:15.918 __WiFiDeviceManagerAwdlAvailableCallback: AWDL availability changed to TRUE
11/25/2018  5:18:15.918 IPV4 State change for en0
11/25/2018  5:18:15.921 __WiFiDeviceCheckForIPRenewalWakeupSupport: State:/Network/Interface/en0/ActiveDuringSleepSupported = TRUE
11/25/2018  5:18:15.922 IPv4 Primary interface is (null) and IPv6 Primary Interface is (null)
11/25/2018  5:18:15.922 __WiFiDeviceProcessLinkEvent: isLinkDown 1
11/25/2018  5:18:15.922 __WiFiDeviceManagerRemoveMediaPlaybackStateObserver
11/25/2018  5:18:15.922 AJScan: Filtered networks - PhoneReset 
11/25/2018  5:18:15.922 __WiFiDeviceManagerStateMachineRun: current state: Idle
11/25/2018  5:18:15.922 __WiFiDeviceManagerIsGeotagged5GhzNetworkPresent: location is older than 120 secs
11/25/2018  5:18:15.922 Attempting multi-stage auto join mStageAutoJoinAttempts=0
11/25/2018  5:18:15.922 __WiFiDeviceManagerScanPreviousNetworkChannel: latitude=+29.756379, longitude=-98.692629 Accuracy=65.000000  timeIntervalSinceNow=1143.383473secs source=WiFi
11/25/2018  5:18:15.922 freshness 60.000000secs location_age 1143.383500secs, lifeSpan 5.412067, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 0
11/25/2018  5:18:15.922 __WiFiDeviceManagerScanPreviousNetworkChannel: isValid 0
11/25/2018  5:18:15.922 multi-stage auto-join: Scanning for previous network PhoneReset on channel 1
11/25/2018  5:18:15.922 Performing auto-join broadcast scan with a modified dwell time of 110ms on channels: 1 
11/25/2018  5:18:15.923 AJScan: Scan-{PrevChannel Inactive FullReset Link}  Expecting-[0NW, 0Hid, 0HS20, 0HS] @ {stationary, 29.756, -98.693, 65.0m, -1143.4secs}]
11/25/2018  5:18:15.923 Enqueuing command type: "Scan" pending commands: 1
11/25/2018  5:18:15.923 __WiFiDeviceManagerSetInterfaceRank: setting interface rank kSCNetworkServicePrimaryRankDefault
11/25/2018  5:18:15.923 __WiFiDeviceManagerLQMEventCallback: null ccaNumRef
11/25/2018  5:18:15.923 __WiFiDeviceManagerLQMEventCallback: null snrNumRef
11/25/2018  5:18:15.925 Link went down: isInVoluntary 0, reason Unknown(4), subreason 8, rssi -58
11/25/2018  5:18:15.925 Submitted wifi awd metric <0x90009> with no error
11/25/2018  5:18:15.925 __WiFiDeviceResetCCAHistory
11/25/2018  5:18:15.925 __WiFiDeviceResetRssiHistory
11/25/2018  5:18:15.925 __WiFiDeviceCheckForIPRenewalWakeupSupport: State:/Network/Interface/en0/ActiveDuringSleepSupported = FALSE
11/25/2018  5:18:15.926 WiFiNetworkGetSSID: null network ref
11/25/2018  5:18:15.926 __WiFiManagerGeoTagNetworkIfApplicable: network: (null), isWiFiNetworkWaitingToBeGeoTagged 0
11/25/2018  5:18:15.926 -[WiFiIDSSyncEngine currentNetworkChanged]: <0x16fdd3000>, role 1, currentNetwork (null)
11/25/2018  5:18:15.926 -[WiFiIDSSyncEngine currentNetworkChanged]: adjusted waitForReAssociationTimer <CFRunLoopTimer 0x1006862c0 [0x1b45cf538]>{valid = Yes, firing = No, interval = 879900215, tolerance = 0, next fire date = 564837526 (29.999951 @ 293566204902), callout = (NSTimer) [WiFiIDSSyncEngine companionReAssociationWaitTimerFired:] (0x1829e737c / 0x10030b890) (/usr/sbin/wifid), context = <CFRunLoopTimer context 0x10068bb90>}
11/25/2018  5:18:15.927 Total connection time to PhoneReset 1543027686.357699
11/25/2018  5:18:15.929 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  5:18:15.929 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:18:15.929 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:18:15.930 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:18:15.931 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:18:15.931 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:18:15.931 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:18:15.931 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:15.931 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:18:15.934 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  5:18:15.934 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  5:18:15.934 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  5:18:15.934 WiFiMetricsManagerMetricQueryCallback: <Thread 1876766720> <0x90027>
11/25/2018  5:18:15.934 Submitted wifi awd metric <0x90027> with no error
11/25/2018  5:18:15.934 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDAttemptedStr:PhoneReset, 
11/25/2018  5:18:15.934 __WiFiAWDManagerPrepareLastSSIDInfoMetric: submitting lastSSIDConnectedToStr:PhoneReset
11/25/2018  5:18:15.935 Submitted wifi awd metric <0x90027> with no error
11/25/2018  5:18:15.939 WiFiManagerStoreLeakyAPData: updated LEAKY_AP_LEARNED_DATA for network PhoneReset - 0:14:d1:af:39:70
11/25/2018  5:18:15.943 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  5:18:15.944 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:18:15.944 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:18:15.944 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:18:15.945 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:18:15.945 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:18:15.945 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:18:15.945 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:15.945 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:18:15.945 Power stats update: Type 0x4 UnassociatedSleepDur 613588 AssociatedSleepDur 0 TotalDur 614609 RoamDur 0
11/25/2018  5:18:15.946 Submitted wifi awd metric <0x90010> with no error
11/25/2018  5:18:15.946 __WiFiDeviceCopyLinkChangedSubReasonString: Apple80211ReturnToString failed 1
11/25/2018  5:18:15.946 __WiFiDeviceProcessDriverAvailableEvent: driver availability:true, reason:Initializing(0xe0821803), subreason:(null)(0x0) 

11/25/2018  5:18:15.946 __WiFiDeviceProcessDriverAvailableEvent: driver programCounter:(0x0),  linkRegister:(0x0), fileName: lineNumber:(0) functionName: 

11/25/2018  5:18:15.946 __WiFiDeviceProcessDriverAvailableEvent No watch dog extended info flags set for this availability report
11/25/2018  5:18:15.946 __WiFiManagerDispatchDeviceAvailable: driver availability true

11/25/2018  5:18:15.946 -[WiFiSoftErrorManager wifiSoftErrorEventHandler:eventType:eventData:]: eventType received:10 eventName:WiFiSoftErrorEventDriverAvailable
11/25/2018  5:18:15.946 -[WiFiSoftErrorManager supressEventDetectionProcesssing:deviceContext:]: Invalid SoftErrorEvent:10
11/25/2018  5:18:15.946 -[WiFiSoftErrorManager supressEventDetectionProcesssing:deviceContext:]: ErrorDetection to be filtered:0 for event:10
11/25/2018  5:18:15.946 -[WiFiSoftErrorManager wifiSoftErrorEventHandler:eventType:eventData:]: eventType:(10) Unknown
11/25/2018  5:18:15.950 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:18:15.950 __WiFiAWDManagerPrepareWatchdogMetric: WatchdogMetric : reason(Initializing) functionName() fileName() 

11/25/2018  5:18:15.950 Submitted wifi awd metric <0x9000e> with no error
11/25/2018  5:18:15.950 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:18:15.951 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:15.960 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  5:18:15.960 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  5:18:15.961 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  5:18:15.961 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  5:18:15.961 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  5:18:15.961 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  5:18:15.961 Auto association attempt canceled because auto join state is Scanning Previous Network Channel.
11/25/2018  5:18:15.961 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:15.961 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  5:18:15.962 Completed Apple80211ScanAsync on en0 (0x0)
11/25/2018  5:18:15.962 __WiFiDeviceProcessScanDoneEvent: Filtering WAPI networks
11/25/2018  5:18:15.962 __WiFiDeviceCreateFilteredScanResults: rssiThresh 0, doTrimming 0, scanResults count: 6, trimmedScanResults count: 6, filteredScanResults count: 6 
11/25/2018  5:18:15.962 __WiFiDeviceAddScanCacheEntry: 2 scan cache entries exist. Creating a scan cache entry with 6 scanResults
11/25/2018  5:18:15.963 __WiFiDeviceUpdateCache: maxAge: 14 seconds, cache entries before update: 3, cache entries after update: 1 
11/25/2018  5:18:15.963 Auto join scan completed (0) with current state: Scanning Previous Network Channel
11/25/2018  5:18:15.963 Ignorning old request.  CurrentCommand=933 PendingCommand=934
11/25/2018  5:18:15.963 Dequeuing command type: "Scan" pending commands: 0
11/25/2018  5:18:15.963 Attempting Apple80211ScanAsync on en0
11/25/2018  5:18:15.963 __WiFiDeviceCopyPreparedScanResults: maxAge 0 seconds, numCacheEntries: 0, cacheEntryUsable 0, cacheUsable 0, scanResultsFound 0, scanResults count: 0, scanChannelSet count: 0 
11/25/2018  5:18:15.963 __WiFiDeviceCopyPreparedScanResults: network records count: 0 
11/25/2018  5:18:15.999 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  5:18:15.999 locationd requesting addition of BGScan networks.
11/25/2018  5:18:15.999 Preparing background scan request for "PhoneReset" "60:c5:47:4f:51:1d ~ EN" "60:c5:47:4d:cd:6f ~ EN" "60:c5:47:4f:51:1c ~ EN" on channels: 1 6 11 Background Scan Caching is Enabled
11/25/2018  5:18:16.007 age diff 1143.454168, accuracy diff 0.000000
11/25/2018  5:18:16.007 didUpdateLocations: latitude=+29.756356, longitude=-98.692623 Accuracy=65.000000  timeIntervalSinceNow=0.014296secs source=WiFi
11/25/2018  5:18:16.011 WiFiDeviceRequestAssociatedSleep: ActiveDuringSleepRequested is already removed ((null)).
11/25/2018  5:18:16.018 Disable WoW requested by "mediaserverd"
11/25/2018  5:18:16.019 MIS state is Disabled
11/25/2018  5:18:16.019 MIS state queried by "locationd" is Disable
11/25/2018  5:18:16.019 MIS state is Disabled
11/25/2018  5:18:16.019 MIS state queried by "apsd" is Disable
11/25/2018  5:18:16.019 MIS state is Disabled
11/25/2018  5:18:16.019 MIS state queried by "imagent" is Disable
11/25/2018  5:18:16.019 MIS state is Disabled
11/25/2018  5:18:16.019 MIS state queried by "CommCenter" is Disable
11/25/2018  5:18:16.019 MIS state is Disabled
11/25/2018  5:18:16.020 MIS state queried by "mediaserverd" is Disable
11/25/2018  5:18:16.020 MIS state is Disabled
11/25/2018  5:18:16.020 MIS state queried by "identityservices" is Disable
11/25/2018  5:18:16.020 MIS state is Disabled
11/25/2018  5:18:16.020 MIS state queried by "UserEventAgent" is Disable
11/25/2018  5:18:16.020 MIS state is Disabled
11/25/2018  5:18:16.020 MIS state queried by "SpringBoard" is Disable
11/25/2018  5:18:16.020 WiFiManagerGetUserAutoJoinState: user auto join state 1
11/25/2018  5:18:16.020 User auto join state queried by "SpringBoard" is Enable
11/25/2018  5:18:16.027 MIS state is Disabled
11/25/2018  5:18:16.028 MIS state queried by "callservicesd" is Disable
11/25/2018  5:18:16.028 MIS state is Disabled
11/25/2018  5:18:16.028 MIS state queried by "nanoregistryd" is Disable
11/25/2018  5:18:16.028 MIS state is Disabled
11/25/2018  5:18:16.028 MIS state queried by "calaccessd" is Disable
11/25/2018  5:18:16.039 apsd[106] is a wow client
11/25/2018  5:18:16.039 WoW is Enabled, 1 WoW Clients
11/25/2018  5:18:16.043 apsd[106] is a wow client
11/25/2018  5:18:16.043 WoW is Enabled, 1 WoW Clients
11/25/2018  5:18:16.109 Completed Apple80211ScanAsync on en0 (0x0)
11/25/2018  5:18:16.109 __WiFiDeviceProcessScanDoneEvent: Filtering WAPI networks
11/25/2018  5:18:16.110 __WiFiDeviceCreateFilteredScanResults: rssiThresh 0, doTrimming 0, scanResults count: 6, trimmedScanResults count: 6, filteredScanResults count: 6 
11/25/2018  5:18:16.110 __WiFiDeviceAddScanCacheEntry: 1 scan cache entries exist. Creating a scan cache entry with 6 scanResults
11/25/2018  5:18:16.110 __WiFiDeviceUpdateCache: maxAge: 14 seconds, cache entries before update: 2, cache entries after update: 2 
11/25/2018  5:18:16.110 Auto join scan completed (0) with current state: Scanning Previous Network Channel
11/25/2018  5:18:16.111 __WiFiDeviceManagerStateMachineRun: current state: Scanning Previous Network Channel
11/25/2018  5:18:16.111 __WiFiDeviceManagerProcessMultiStageScanResults: current state: Scanning Previous Network Channel
11/25/2018  5:18:16.111 Scanning Previous Network Channel found: Vault, , Guest, Mannapov, PhoneReset, 
11/25/2018  5:18:16.111 WiFiNetworkGetSSID: null network ref
11/25/2018  5:18:16.111 __WiFiDeviceManagerProcessMultiStageScanResults: scanned# 6, known# 1, isHS20AccountConfigured 0, topRankedKnownNetwork (null)
11/25/2018  5:18:16.111 WiFiNetworkSetDisabledUntilDate: null disabled until date, removing property
11/25/2018  5:18:16.111 WiFiNetworkSetDisabledUntilDate: null disabled until date, removing property
11/25/2018  5:18:16.111 __WiFiDeviceManagerPrepareCandidates: current state: Scanning Previous Network Channel 
11/25/2018  5:18:16.111 Attempting auto-join for networks in following order: PhoneReset(1), 
11/25/2018  5:18:16.111 Autojoin is processing network 1 of 1 candidates
11/25/2018  5:18:16.111 Attempting auto join association of PhoneReset
11/25/2018  5:18:16.111 Calling OneStats function [AssocStart] here: __WiFiDeviceManagerAssociateCandidate
11/25/2018  5:18:16.111 WiFiMetricsOneStatsRecordAssocStats: OneStats is NOT Configured! No-op here- Returning!
11/25/2018  5:18:16.111 Enqueuing command type: "Association" pending commands: 1
11/25/2018  5:18:16.111 Dequeuing command type: "Association" pending commands: 0
11/25/2018  5:18:16.112 Attempting Apple80211AssociateAsync
11/25/2018  5:18:16.132 __WiFiDeviceRecordLastSSIDInfo: network:PhoneReset assocSuccess:0 
11/25/2018  5:18:16.199 __WiFiDeviceProcessLinkEvent: isLinkDown 0
11/25/2018  5:18:16.200 +[RootNetwork(CustomMethods) getRootNetworkMatchingWiFiNetwork:fromMOC:]: fetch result# 1, error (null)
11/25/2018  5:18:16.200 __WiFiDeviceManagerAddMediaPlaybackStateObserver, isCarplay 0, user forced 0
11/25/2018  5:18:16.200 __WiFiDeviceManagerNowPlayingStateDidChange: Reading Initial State
11/25/2018  5:18:16.201 __WiFiDeviceManagerNowPlayingStateDidChange_block_invoke: Unknown
11/25/2018  5:18:16.201 __WiFiDeviceManagerSetInterfaceRank: setting interface rank kSCNetworkServicePrimaryRankDefault
11/25/2018  5:18:16.201 WiFiNetworkIsEdgeBss: 0:14:d1:af:39:70 - no - {bcnloss:0 trgDisc:0}
11/25/2018  5:18:16.201 Detected multiAP environment for PhoneReset
11/25/2018  5:18:16.201 __WiFiDeviceManagerEvaluateAPEnvironment: Getting AP environment for PhoneReset. Learning period 259200 secs Expiry period 2592000 secs
11/25/2018  5:18:16.201 __WiFiDeviceManagerEvaluateAPEnvironment: AP environment is 4 for PhoneReset(0:14:d1:af:39:70)
